,Country_1,Country_2,LangSim
2015,Australia,Israel,-1
2016,Australia,Norwegian Bokmål,-1
2017,Australia,Northern Sami,-1
2018,Australia,Tatar,-1
2019,Australia,Kazakh,-1
2020,Australia,Mandarin Chinese,-1
2021,Australia,Japanese,7
2022,Australia,Thai,8
2023,Australia,Lao,-1
2024,Esperanto,Serbia,-1
2025,Esperanto,Croatia,-1
2026,Esperanto,Slovenia,-1
2027,Esperanto,Poland,9
2028,Esperanto,Slovakia,5
2029,Esperanto,CzechRepublic,6
2030,Esperanto,Ukraine,7
2031,Esperanto,Russia,5
2032,Esperanto,Macedonia,-1
2033,Esperanto,Bulgaria,-1
2034,Esperanto,Belarus,5
2035,Esperanto,Mongolian,12
2036,Esperanto,Occitan,8
2037,Esperanto,Catalan,33
2038,Esperanto,Galician,6
2039,Esperanto,Spain,36
2040,Esperanto,Interlingua,15
2041,Esperanto,Aragonese,5
2042,Esperanto,Portugal,7
2043,Esperanto,San Marino,10
2044,Esperanto,Australia,10
2045,Esperanto,Esperanto,100
2046,Esperanto,Afrikaans,-1
2047,Esperanto,Belgium,-1
2048,Esperanto,France,12
2049,Esperanto,Welsh,-1
2050,Esperanto,Albania,16
2051,Esperanto,Basque,19
2052,Esperanto,Romania,13
2053,Esperanto,Tagalog,14
2054,Esperanto,Vietnamese,7
2055,Esperanto,Estonia,11
2056,Esperanto,Swahili,15
2057,Esperanto,Armenia,8
2058,Esperanto,Latvia,12
2059,Esperanto,Swizerland,6
2060,Esperanto,Turkey,10
2061,Esperanto,Korean,5
2062,Esperanto,Latin,5
2063,Esperanto,Azerbaijan,6
2064,Esperanto,Lithuania,7
2065,Esperanto,Malta,10
2066,Esperanto,Zulu,-1
2067,Esperanto,Breton,9
2068,Esperanto,Hungary,7
2069,Esperanto,Luxembourg,5
2070,Esperanto,Finland,7
2071,Esperanto,Georgia,9
2072,Esperanto,Cyprus,8
2073,Esperanto,Yiddish,-1
2074,Esperanto,Igbo,7
2075,Esperanto,Maori,-1
2076,Esperanto,Yoruba,8
2077,Esperanto,Haitian Creole,9
2078,Esperanto,Manx,-1
2079,Esperanto,Gaelic,-1
2080,Esperanto,Ireland,-1
2081,Esperanto,Hindi,-1
2082,Esperanto,Sinhala,8
2083,Esperanto,Nepali,-1
2084,Esperanto,Marathi,-1
2085,Esperanto,Gujarati,-1
2086,Esperanto,Sanskrit,-1
2087,Esperanto,Punjabi,-1
2088,Esperanto,Bengali,-1
2089,Esperanto,Kannada,-1
2090,Esperanto,Telugu,-1
2091,Esperanto,Tamil,-1
2092,Esperanto,Khmer,-1
2093,Esperanto,Burmese,-1
2094,Esperanto,Denmark,-1
2095,Esperanto,Norwegian Nynorsk,-1
2096,Esperanto,Sweden,5
2097,Esperanto,Faroese,-1
2098,Esperanto,Iceland,-1
2099,Esperanto,Indonesian,-1
2100,Esperanto,Malay,-1
2101,Esperanto,Javanese,5
2102,Esperanto,Somali,6
2103,Esperanto,Hausa,-1
2104,Esperanto,Persian,-1
2105,Esperanto,Urdu,-1
2106,Esperanto,Arabic,-1
2107,Esperanto,Israel,-1
2108,Esperanto,Norwegian Bokmål,-1
2109,Esperanto,Northern Sami,-1
2110,Esperanto,Tatar,-1
2111,Esperanto,Kazakh,-1
2112,Esperanto,Mandarin Chinese,-1
2113,Esperanto,Japanese,-1
2114,Esperanto,Thai,-1
2115,Esperanto,Lao,-1
2116,Afrikaans,Serbia,6
2117,Afrikaans,Croatia,-1
2118,Afrikaans,Slovenia,-1
2119,Afrikaans,Poland,-1
2120,Afrikaans,Slovakia,-1
2121,Afrikaans,CzechRepublic,-1
2122,Afrikaans,Ukraine,-1
2123,Afrikaans,Russia,-1
2124,Afrikaans,Macedonia,-1
2125,Afrikaans,Bulgaria,-1
2126,Afrikaans,Belarus,-1
2127,Afrikaans,Mongolian,7
2128,Afrikaans,Occitan,-1
2129,Afrikaans,Catalan,-1
2130,Afrikaans,Galician,-1
2131,Afrikaans,Spain,-1
2132,Afrikaans,Interlingua,-1
2133,Afrikaans,Aragonese,-1
2134,Afrikaans,Portugal,-1
2135,Afrikaans,San Marino,-1
2136,Afrikaans,Australia,11
2137,Afrikaans,Esperanto,-1
2138,Afrikaans,Afrikaans,100
2139,Afrikaans,Belgium,45
2140,Afrikaans,France,-1
2141,Afrikaans,Welsh,-1
2142,Afrikaans,Albania,7
2143,Afrikaans,Basque,-1
2144,Afrikaans,Romania,-1
2145,Afrikaans,Tagalog,5
2146,Afrikaans,Vietnamese,-1
2147,Afrikaans,Estonia,8
2148,Afrikaans,Swahili,5
2149,Afrikaans,Armenia,-1
2150,Afrikaans,Latvia,-1
2151,Afrikaans,Swizerland,9
2152,Afrikaans,Turkey,-1
2153,Afrikaans,Korean,-1
2154,Afrikaans,Latin,-1
2155,Afrikaans,Azerbaijan,-1
2156,Afrikaans,Lithuania,-1
2157,Afrikaans,Malta,-1
2158,Afrikaans,Zulu,-1
2159,Afrikaans,Breton,-1
2160,Afrikaans,Hungary,-1
2161,Afrikaans,Luxembourg,8
2162,Afrikaans,Finland,-1
2163,Afrikaans,Georgia,-1
2164,Afrikaans,Cyprus,-1
2165,Afrikaans,Yiddish,-1
2166,Afrikaans,Igbo,5
2167,Afrikaans,Maori,-1
2168,Afrikaans,Yoruba,-1
2169,Afrikaans,Haitian Creole,6
2170,Afrikaans,Manx,-1
2171,Afrikaans,Gaelic,-1
2172,Afrikaans,Ireland,-1
2173,Afrikaans,Hindi,-1
2174,Afrikaans,Sinhala,7
2175,Afrikaans,Nepali,-1
2176,Afrikaans,Marathi,-1
2177,Afrikaans,Gujarati,-1
2178,Afrikaans,Sanskrit,-1
2179,Afrikaans,Punjabi,-1
2180,Afrikaans,Bengali,-1
2181,Afrikaans,Kannada,-1
2182,Afrikaans,Telugu,-1
2183,Afrikaans,Tamil,-1
2184,Afrikaans,Khmer,-1
2185,Afrikaans,Burmese,-1
2186,Afrikaans,Denmark,7
2187,Afrikaans,Norwegian Nynorsk,-1
2188,Afrikaans,Sweden,7
2189,Afrikaans,Faroese,-1
2190,Afrikaans,Iceland,-1
2191,Afrikaans,Indonesian,-1
2192,Afrikaans,Malay,-1
2193,Afrikaans,Javanese,8
2194,Afrikaans,Somali,-1
2195,Afrikaans,Hausa,-1
2196,Afrikaans,Persian,-1
2197,Afrikaans,Urdu,-1
2198,Afrikaans,Arabic,-1
2199,Afrikaans,Israel,-1
2200,Afrikaans,Norwegian Bokmål,-1
2201,Afrikaans,Northern Sami,-1
2202,Afrikaans,Tatar,-1
2203,Afrikaans,Kazakh,-1
2204,Afrikaans,Mandarin Chinese,-1
2205,Afrikaans,Japanese,-1
2206,Afrikaans,Thai,-1
2207,Afrikaans,Lao,-1
2208,Belgium,Serbia,4
2209,Belgium,Croatia,-1
2210,Belgium,Slovenia,-1
2211,Belgium,Poland,6
2212,Belgium,Slovakia,3
2213,Belgium,CzechRepublic,4
2214,Belgium,Ukraine,-1
2215,Belgium,Russia,3
2216,Belgium,Macedonia,-1
2217,Belgium,Bulgaria,-1
2218,Belgium,Belarus,-1
2219,Belgium,Mongolian,6
2220,Belgium,Occitan,-1
2221,Belgium,Catalan,6
2222,Belgium,Galician,-1
2223,Belgium,Spain,6
2224,Belgium,Interlingua,7
2225,Belgium,Aragonese,-1
2226,Belgium,Portugal,4
2227,Belgium,San Marino,4
2228,Belgium,Australia,13
2229,Belgium,Esperanto,-1
2230,Belgium,Afrikaans,28
2231,Belgium,Belgium,100
2232,Belgium,France,9
2233,Belgium,Welsh,5
2234,Belgium,Albania,7
2235,Belgium,Basque,4
2236,Belgium,Romania,3
2237,Belgium,Tagalog,4
2238,Belgium,Vietnamese,6
2239,Belgium,Estonia,9
2240,Belgium,Swahili,5
2241,Belgium,Armenia,5
2242,Belgium,Latvia,3
2243,Belgium,Swizerland,12
2244,Belgium,Turkey,5
2245,Belgium,Korean,4
2246,Belgium,Latin,-1
2247,Belgium,Azerbaijan,-1
2248,Belgium,Lithuania,-1
2249,Belgium,Malta,4
2250,Belgium,Zulu,3
2251,Belgium,Breton,-1
2252,Belgium,Hungary,4
2253,Belgium,Luxembourg,9
2254,Belgium,Finland,4
2255,Belgium,Georgia,3
2256,Belgium,Cyprus,4
2257,Belgium,Yiddish,3
2258,Belgium,Igbo,4
2259,Belgium,Maori,-1
2260,Belgium,Yoruba,-1
2261,Belgium,Haitian Creole,4
2262,Belgium,Manx,-1
2263,Belgium,Gaelic,-1
2264,Belgium,Ireland,-1
2265,Belgium,Hindi,-1
2266,Belgium,Sinhala,5
2267,Belgium,Nepali,-1
2268,Belgium,Marathi,-1
2269,Belgium,Gujarati,-1
2270,Belgium,Sanskrit,-1
2271,Belgium,Punjabi,-1
2272,Belgium,Bengali,-1
2273,Belgium,Kannada,-1
2274,Belgium,Telugu,-1
2275,Belgium,Tamil,-1
2276,Belgium,Khmer,-1
2277,Belgium,Burmese,-1
2278,Belgium,Denmark,6
2279,Belgium,Norwegian Nynorsk,-1
2280,Belgium,Sweden,6
2281,Belgium,Faroese,4
2282,Belgium,Iceland,3
2283,Belgium,Indonesian,-1
2284,Belgium,Malay,-1
2285,Belgium,Javanese,3
2286,Belgium,Somali,3
2287,Belgium,Hausa,-1
2288,Belgium,Persian,-1
2289,Belgium,Urdu,-1
2290,Belgium,Arabic,-1
2291,Belgium,Israel,-1
2292,Belgium,Norwegian Bokmål,-1
2293,Belgium,Northern Sami,-1
2294,Belgium,Tatar,-1
2295,Belgium,Kazakh,-1
2296,Belgium,Mandarin Chinese,-1
2297,Belgium,Japanese,-1
2298,Belgium,Thai,-1
2299,Belgium,Lao,-1
2300,France,Serbia,-1
2301,France,Croatia,-1
2302,France,Slovenia,-1
2303,France,Poland,7
2304,France,Slovakia,-1
2305,France,CzechRepublic,5
2306,France,Ukraine,3
2307,France,Russia,4
2308,France,Macedonia,-1
2309,France,Bulgaria,-1
2310,France,Belarus,-1
2311,France,Mongolian,7
2312,France,Occitan,7
2313,France,Catalan,9
2314,France,Galician,7
2315,France,Spain,11
2316,France,Interlingua,20
2317,France,Aragonese,-1
2318,France,Portugal,7
2319,France,San Marino,7
2320,France,Australia,15
2321,France,Esperanto,8
2322,France,Afrikaans,-1
2323,France,Belgium,10
2324,France,France,100
2325,France,Welsh,7
2326,France,Albania,9
2327,France,Basque,6
2328,France,Romania,7
2329,France,Tagalog,5
2330,France,Vietnamese,9
2331,France,Estonia,6
2332,France,Swahili,6
2333,France,Armenia,8
2334,France,Latvia,4
2335,France,Swizerland,11
2336,France,Turkey,7
2337,France,Korean,6
2338,France,Latin,6
2339,France,Azerbaijan,-1
2340,France,Lithuania,-1
2341,France,Malta,7
2342,France,Zulu,-1
2343,France,Breton,22
2344,France,Hungary,5
2345,France,Luxembourg,8
2346,France,Finland,6
2347,France,Georgia,5
2348,France,Cyprus,7
2349,France,Yiddish,-1
2350,France,Igbo,3
2351,France,Maori,-1
2352,France,Yoruba,3
2353,France,Haitian Creole,12
2354,France,Manx,-1
2355,France,Gaelic,-1
2356,France,Ireland,3
2357,France,Hindi,-1
2358,France,Sinhala,7
2359,France,Nepali,-1
2360,France,Marathi,-1
2361,France,Gujarati,-1
2362,France,Sanskrit,-1
2363,France,Punjabi,-1
2364,France,Bengali,-1
2365,France,Kannada,-1
2366,France,Telugu,-1
2367,France,Tamil,-1
2368,France,Khmer,-1
2369,France,Burmese,-1
2370,France,Denmark,-1
2371,France,Norwegian Nynorsk,-1
2372,France,Sweden,6
2373,France,Faroese,-1
2374,France,Iceland,-1
2375,France,Indonesian,-1
2376,France,Malay,-1
2377,France,Javanese,-1
2378,France,Somali,-1
2379,France,Hausa,-1
2380,France,Persian,-1
2381,France,Urdu,-1
2382,France,Arabic,-1
2383,France,Israel,-1
2384,France,Norwegian Bokmål,-1
2385,France,Northern Sami,-1
2386,France,Tatar,-1
2387,France,Kazakh,-1
2388,France,Mandarin Chinese,-1
2389,France,Japanese,-1
2390,France,Thai,-1
2391,France,Lao,-1
2392,Welsh,Serbia,4
2393,Welsh,Croatia,-1
2394,Welsh,Slovenia,-1
2395,Welsh,Poland,2
2396,Welsh,Slovakia,-1
2397,Welsh,CzechRepublic,2
2398,Welsh,Ukraine,-1
2399,Welsh,Russia,3
2400,Welsh,Macedonia,4
2401,Welsh,Bulgaria,-1
2402,Welsh,Belarus,-1
2403,Welsh,Mongolian,5
2404,Welsh,Occitan,-1
2405,Welsh,Catalan,10
2406,Welsh,Galician,-1
2407,Welsh,Spain,6
2408,Welsh,Interlingua,2
2409,Welsh,Aragonese,-1
2410,Welsh,Portugal,3
2411,Welsh,San Marino,3
2412,Welsh,Australia,15
2413,Welsh,Esperanto,-1
2414,Welsh,Afrikaans,-1
2415,Welsh,Belgium,3
2416,Welsh,France,5
2417,Welsh,Welsh,100
2418,Welsh,Albania,-1
2419,Welsh,Basque,-1
2420,Welsh,Romania,3
2421,Welsh,Tagalog,2
2422,Welsh,Vietnamese,4
2423,Welsh,Estonia,-1
2424,Welsh,Swahili,4
2425,Welsh,Armenia,2
2426,Welsh,Latvia,-1
2427,Welsh,Swizerland,4
2428,Welsh,Turkey,-1
2429,Welsh,Korean,3
2430,Welsh,Latin,-1
2431,Welsh,Azerbaijan,-1
2432,Welsh,Lithuania,-1
2433,Welsh,Malta,-1
2434,Welsh,Zulu,-1
2435,Welsh,Breton,-1
2436,Welsh,Hungary,-1
2437,Welsh,Luxembourg,-1
2438,Welsh,Finland,-1
2439,Welsh,Georgia,-1
2440,Welsh,Cyprus,-1
2441,Welsh,Yiddish,-1
2442,Welsh,Igbo,-1
2443,Welsh,Maori,-1
2444,Welsh,Yoruba,3
2445,Welsh,Haitian Creole,-1
2446,Welsh,Manx,-1
2447,Welsh,Gaelic,-1
2448,Welsh,Ireland,2
2449,Welsh,Hindi,-1
2450,Welsh,Sinhala,4
2451,Welsh,Nepali,-1
2452,Welsh,Marathi,-1
2453,Welsh,Gujarati,-1
2454,Welsh,Sanskrit,-1
2455,Welsh,Punjabi,-1
2456,Welsh,Bengali,-1
2457,Welsh,Kannada,-1
2458,Welsh,Telugu,-1
2459,Welsh,Tamil,-1
2460,Welsh,Khmer,-1
2461,Welsh,Burmese,-1
2462,Welsh,Denmark,3
2463,Welsh,Norwegian Nynorsk,-1
2464,Welsh,Sweden,3
2465,Welsh,Faroese,-1
2466,Welsh,Iceland,-1
2467,Welsh,Indonesian,-1
2468,Welsh,Malay,-1
2469,Welsh,Javanese,-1
2470,Welsh,Somali,-1
2471,Welsh,Hausa,-1
2472,Welsh,Persian,-1
2473,Welsh,Urdu,-1
2474,Welsh,Arabic,-1
2475,Welsh,Israel,-1
2476,Welsh,Norwegian Bokmål,-1
2477,Welsh,Northern Sami,-1
2478,Welsh,Tatar,-1
2479,Welsh,Kazakh,-1
2480,Welsh,Mandarin Chinese,-1
2481,Welsh,Japanese,-1
2482,Welsh,Thai,-1
2483,Welsh,Lao,-1
2484,Albania,Serbia,12
2485,Albania,Croatia,8
2486,Albania,Slovenia,4
2487,Albania,Poland,5
2488,Albania,Slovakia,4
2489,Albania,CzechRepublic,5
2490,Albania,Ukraine,4
2491,Albania,Russia,6
2492,Albania,Macedonia,6
2493,Albania,Bulgaria,6
2494,Albania,Belarus,3
2495,Albania,Mongolian,3
2496,Albania,Occitan,-1
2497,Albania,Catalan,6
2498,Albania,Galician,3
2499,Albania,Spain,6
2500,Albania,Interlingua,-1
2501,Albania,Aragonese,-1
2502,Albania,Portugal,4
2503,Albania,San Marino,4
2504,Albania,Australia,7
2505,Albania,Esperanto,7
2506,Albania,Afrikaans,3
2507,Albania,Belgium,4
2508,Albania,France,6
2509,Albania,Welsh,-1
2510,Albania,Albania,100
2511,Albania,Basque,4
2512,Albania,Romania,6
2513,Albania,Tagalog,3
2514,Albania,Vietnamese,-1
2515,Albania,Estonia,3
2516,Albania,Swahili,3
2517,Albania,Armenia,2
2518,Albania,Latvia,3
2519,Albania,Swizerland,6
2520,Albania,Turkey,6
2521,Albania,Korean,-1
2522,Albania,Latin,-1
2523,Albania,Azerbaijan,3
2524,Albania,Lithuania,-1
2525,Albania,Malta,3
2526,Albania,Zulu,-1
2527,Albania,Breton,-1
2528,Albania,Hungary,3
2529,Albania,Luxembourg,-1
2530,Albania,Finland,2
2531,Albania,Georgia,3
2532,Albania,Cyprus,-1
2533,Albania,Yiddish,-1
2534,Albania,Igbo,4
2535,Albania,Maori,-1
2536,Albania,Yoruba,2
2537,Albania,Haitian Creole,4
2538,Albania,Manx,-1
2539,Albania,Gaelic,-1
2540,Albania,Ireland,-1
2541,Albania,Hindi,-1
2542,Albania,Sinhala,-1
2543,Albania,Nepali,-1
2544,Albania,Marathi,-1
2545,Albania,Gujarati,-1
2546,Albania,Sanskrit,-1
2547,Albania,Punjabi,-1
2548,Albania,Bengali,-1
2549,Albania,Kannada,-1
2550,Albania,Telugu,-1
2551,Albania,Tamil,-1
2552,Albania,Khmer,-1
2553,Albania,Burmese,-1
2554,Albania,Denmark,6
2555,Albania,Norwegian Nynorsk,-1
2556,Albania,Sweden,7
2557,Albania,Faroese,-1
2558,Albania,Iceland,-1
2559,Albania,Indonesian,3
2560,Albania,Malay,3
2561,Albania,Javanese,3
2562,Albania,Somali,-1
2563,Albania,Hausa,-1
2564,Albania,Persian,-1
2565,Albania,Urdu,-1
2566,Albania,Arabic,-1
2567,Albania,Israel,-1
2568,Albania,Norwegian Bokmål,4
2569,Albania,Northern Sami,-1
2570,Albania,Tatar,-1
2571,Albania,Kazakh,-1
2572,Albania,Mandarin Chinese,-1
2573,Albania,Japanese,-1
2574,Albania,Thai,-1
2575,Albania,Lao,-1
2576,Basque,Serbia,3
2577,Basque,Croatia,3
2578,Basque,Slovenia,2
2579,Basque,Poland,2
2580,Basque,Slovakia,2
2581,Basque,CzechRepublic,2
2582,Basque,Ukraine,-1
2583,Basque,Russia,2
2584,Basque,Macedonia,2
2585,Basque,Bulgaria,2
2586,Basque,Belarus,-1
2587,Basque,Mongolian,2
2588,Basque,Occitan,-1
2589,Basque,Catalan,5
2590,Basque,Galician,3
2591,Basque,Spain,8
2592,Basque,Interlingua,2
2593,Basque,Aragonese,3
2594,Basque,Portugal,5
2595,Basque,San Marino,5
2596,Basque,Australia,4
2597,Basque,Esperanto,5
2598,Basque,Afrikaans,-1
2599,Basque,Belgium,2
2600,Basque,France,2
2601,Basque,Welsh,-1
2602,Basque,Albania,3
2603,Basque,Basque,100
2604,Basque,Romania,3
2605,Basque,Tagalog,4
2606,Basque,Vietnamese,1
2607,Basque,Estonia,2
2608,Basque,Swahili,2
2609,Basque,Armenia,1
2610,Basque,Latvia,2
2611,Basque,Swizerland,3
2612,Basque,Turkey,1
2613,Basque,Korean,-1
2614,Basque,Latin,-1
2615,Basque,Azerbaijan,1
2616,Basque,Lithuania,-1
2617,Basque,Malta,3
2618,Basque,Zulu,-1
2619,Basque,Breton,-1
2620,Basque,Hungary,2
2621,Basque,Luxembourg,-1
2622,Basque,Finland,2
2623,Basque,Georgia,2
2624,Basque,Cyprus,2
2625,Basque,Yiddish,-1
2626,Basque,Igbo,1
2627,Basque,Maori,-1
2628,Basque,Yoruba,2
2629,Basque,Haitian Creole,1
2630,Basque,Manx,-1
2631,Basque,Gaelic,-1
2632,Basque,Ireland,-1
2633,Basque,Hindi,-1
2634,Basque,Sinhala,3
2635,Basque,Nepali,-1
2636,Basque,Marathi,-1
2637,Basque,Gujarati,-1
2638,Basque,Sanskrit,-1
2639,Basque,Punjabi,-1
2640,Basque,Bengali,-1
2641,Basque,Kannada,-1
2642,Basque,Telugu,-1
2643,Basque,Tamil,-1
2644,Basque,Khmer,-1
2645,Basque,Burmese,-1
2646,Basque,Denmark,2
2647,Basque,Norwegian Nynorsk,-1
2648,Basque,Sweden,2
2649,Basque,Faroese,-1
2650,Basque,Iceland,-1
2651,Basque,Indonesian,-1
2652,Basque,Malay,-1
2653,Basque,Javanese,1
2654,Basque,Somali,2
2655,Basque,Hausa,-1
2656,Basque,Persian,-1
2657,Basque,Urdu,-1
2658,Basque,Arabic,-1
2659,Basque,Israel,-1
2660,Basque,Norwegian Bokmål,-1
2661,Basque,Northern Sami,-1
2662,Basque,Tatar,-1
2663,Basque,Kazakh,-1
2664,Basque,Mandarin Chinese,-1
2665,Basque,Japanese,-1
2666,Basque,Thai,-1
2667,Basque,Lao,-1
2668,Romania,Serbia,6
2669,Romania,Croatia,4
2670,Romania,Slovenia,-1
2671,Romania,Poland,5
2672,Romania,Slovakia,-1
2673,Romania,CzechRepublic,4
2674,Romania,Ukraine,4
2675,Romania,Russia,-1
2676,Romania,Macedonia,-1
2677,Romania,Bulgaria,-1
2678,Romania,Belarus,4
2679,Romania,Mongolian,6
2680,Romania,Occitan,5
2681,Romania,Catalan,9
2682,Romania,Galician,6
2683,Romania,Spain,22
2684,Romania,Interlingua,12
2685,Romania,Aragonese,8
2686,Romania,Portugal,9
2687,Romania,San Marino,11
2688,Romania,Australia,16
2689,Romania,Esperanto,10
2690,Romania,Afrikaans,-1
2691,Romania,Belgium,4
2692,Romania,France,7
2693,Romania,Welsh,4
2694,Romania,Albania,11
2695,Romania,Basque,8
2696,Romania,Romania,100
2697,Romania,Tagalog,6
2698,Romania,Vietnamese,6
2699,Romania,Estonia,5
2700,Romania,Swahili,6
2701,Romania,Armenia,4
2702,Romania,Latvia,5
2703,Romania,Swizerland,4
2704,Romania,Turkey,5
2705,Romania,Korean,-1
2706,Romania,Latin,5
2707,Romania,Azerbaijan,4
2708,Romania,Lithuania,-1
2709,Romania,Malta,9
2710,Romania,Zulu,-1
2711,Romania,Breton,-1
2712,Romania,Hungary,4
2713,Romania,Luxembourg,4
2714,Romania,Finland,-1
2715,Romania,Georgia,4
2716,Romania,Cyprus,4
2717,Romania,Yiddish,-1
2718,Romania,Igbo,4
2719,Romania,Maori,-1
2720,Romania,Yoruba,-1
2721,Romania,Haitian Creole,6
2722,Romania,Manx,-1
2723,Romania,Gaelic,-1
2724,Romania,Ireland,-1
2725,Romania,Hindi,-1
2726,Romania,Sinhala,5
2727,Romania,Nepali,-1
2728,Romania,Marathi,-1
2729,Romania,Gujarati,-1
2730,Romania,Sanskrit,-1
2731,Romania,Punjabi,-1
2732,Romania,Bengali,-1
2733,Romania,Kannada,-1
2734,Romania,Telugu,-1
2735,Romania,Tamil,-1
2736,Romania,Khmer,-1
2737,Romania,Burmese,-1
2738,Romania,Denmark,-1
2739,Romania,Norwegian Nynorsk,-1
2740,Romania,Sweden,-1
2741,Romania,Faroese,-1
2742,Romania,Iceland,-1
2743,Romania,Indonesian,-1
2744,Romania,Malay,-1
2745,Romania,Javanese,-1
2746,Romania,Somali,-1
2747,Romania,Hausa,-1
2748,Romania,Persian,-1
2749,Romania,Urdu,-1
2750,Romania,Arabic,-1
2751,Romania,Israel,-1
2752,Romania,Norwegian Bokmål,-1
2753,Romania,Northern Sami,-1
2754,Romania,Tatar,-1
2755,Romania,Kazakh,-1
2756,Romania,Mandarin Chinese,-1
2757,Romania,Japanese,-1
2758,Romania,Thai,-1
2759,Romania,Lao,-1
2760,Tagalog,Serbia,5
2761,Tagalog,Croatia,4
2762,Tagalog,Slovenia,2
2763,Tagalog,Poland,3
2764,Tagalog,Slovakia,2
2765,Tagalog,CzechRepublic,3
2766,Tagalog,Ukraine,2
2767,Tagalog,Russia,3
2768,Tagalog,Macedonia,3
2769,Tagalog,Bulgaria,3
2770,Tagalog,Belarus,2
2771,Tagalog,Mongolian,-1
2772,Tagalog,Occitan,-1
2773,Tagalog,Catalan,5
2774,Tagalog,Galician,6
2775,Tagalog,Spain,10
2776,Tagalog,Interlingua,-1
2777,Tagalog,Aragonese,-1
2778,Tagalog,Portugal,6
2779,Tagalog,San Marino,4
2780,Tagalog,Australia,6
2781,Tagalog,Esperanto,5
2782,Tagalog,Afrikaans,2
2783,Tagalog,Belgium,2
2784,Tagalog,France,3
2785,Tagalog,Welsh,2
2786,Tagalog,Albania,2
2787,Tagalog,Basque,5
2788,Tagalog,Romania,3
2789,Tagalog,Tagalog,100
2790,Tagalog,Vietnamese,-1
2791,Tagalog,Estonia,2
2792,Tagalog,Swahili,-1
2793,Tagalog,Armenia,-1
2794,Tagalog,Latvia,2
2795,Tagalog,Swizerland,3
2796,Tagalog,Turkey,3
2797,Tagalog,Korean,-1
2798,Tagalog,Latin,-1
2799,Tagalog,Azerbaijan,-1
2800,Tagalog,Lithuania,-1
2801,Tagalog,Malta,2
2802,Tagalog,Zulu,-1
2803,Tagalog,Breton,-1
2804,Tagalog,Hungary,2
2805,Tagalog,Luxembourg,-1
2806,Tagalog,Finland,-1
2807,Tagalog,Georgia,2
2808,Tagalog,Cyprus,2
2809,Tagalog,Yiddish,-1
2810,Tagalog,Igbo,-1
2811,Tagalog,Maori,-1
2812,Tagalog,Yoruba,-1
2813,Tagalog,Haitian Creole,2
2814,Tagalog,Manx,-1
2815,Tagalog,Gaelic,-1
2816,Tagalog,Ireland,-1
2817,Tagalog,Hindi,-1
2818,Tagalog,Sinhala,-1
2819,Tagalog,Nepali,-1
2820,Tagalog,Marathi,-1
2821,Tagalog,Gujarati,-1
2822,Tagalog,Sanskrit,-1
2823,Tagalog,Punjabi,-1
2824,Tagalog,Bengali,-1
2825,Tagalog,Kannada,-1
2826,Tagalog,Telugu,-1
2827,Tagalog,Tamil,-1
2828,Tagalog,Khmer,-1
2829,Tagalog,Burmese,-1
2830,Tagalog,Denmark,2
2831,Tagalog,Norwegian Nynorsk,-1
2832,Tagalog,Sweden,3
2833,Tagalog,Faroese,-1
2834,Tagalog,Iceland,-1
2835,Tagalog,Indonesian,3
2836,Tagalog,Malay,3
2837,Tagalog,Javanese,2
2838,Tagalog,Somali,-1
2839,Tagalog,Hausa,-1
2840,Tagalog,Persian,-1
2841,Tagalog,Urdu,-1
2842,Tagalog,Arabic,-1
2843,Tagalog,Israel,-1
2844,Tagalog,Norwegian Bokmål,2
2845,Tagalog,Northern Sami,-1
2846,Tagalog,Tatar,-1
2847,Tagalog,Kazakh,-1
2848,Tagalog,Mandarin Chinese,-1
2849,Tagalog,Japanese,-1
2850,Tagalog,Thai,-1
2851,Tagalog,Lao,-1
2852,Vietnamese,Serbia,2
2853,Vietnamese,Croatia,1
2854,Vietnamese,Slovenia,1
2855,Vietnamese,Poland,1
2856,Vietnamese,Slovakia,1
2857,Vietnamese,CzechRepublic,1
2858,Vietnamese,Ukraine,1
2859,Vietnamese,Russia,2
2860,Vietnamese,Macedonia,1
2861,Vietnamese,Bulgaria,1
2862,Vietnamese,Belarus,1
2863,Vietnamese,Mongolian,-1
2864,Vietnamese,Occitan,-1
2865,Vietnamese,Catalan,2
2866,Vietnamese,Galician,1
2867,Vietnamese,Spain,2
2868,Vietnamese,Interlingua,-1
2869,Vietnamese,Aragonese,-1
2870,Vietnamese,Portugal,1
2871,Vietnamese,San Marino,1
2872,Vietnamese,Australia,4
2873,Vietnamese,Esperanto,1
2874,Vietnamese,Afrikaans,-1
2875,Vietnamese,Belgium,1
2876,Vietnamese,France,2
2877,Vietnamese,Welsh,1
2878,Vietnamese,Albania,-1
2879,Vietnamese,Basque,1
2880,Vietnamese,Romania,1
2881,Vietnamese,Tagalog,-1
2882,Vietnamese,Vietnamese,100
2883,Vietnamese,Estonia,-1
2884,Vietnamese,Swahili,-1
2885,Vietnamese,Armenia,1
2886,Vietnamese,Latvia,-1
2887,Vietnamese,Swizerland,2
2888,Vietnamese,Turkey,1
2889,Vietnamese,Korean,1
2890,Vietnamese,Latin,-1
2891,Vietnamese,Azerbaijan,-1
2892,Vietnamese,Lithuania,-1
2893,Vietnamese,Malta,-1
2894,Vietnamese,Zulu,-1
2895,Vietnamese,Breton,-1
2896,Vietnamese,Hungary,1
2897,Vietnamese,Luxembourg,-1
